participant_id,task_name,task_type,n_off_path,n_edit_steps,n_target_cells,frac_wrong_color,frac_wrong_coord,mean_dist_to_target,rand_baseline_dist,dist_delta,color_relevance,rand_baseline_color,color_delta,off_path_rate
2f31ffc25dd0840a96fc600d5d985a1a,00d62c1b.json,training,0,0,0,,,,,,,0.0,,
563bc95416aa70409c722b36bf1a56e5,00d62c1b.json,training,0,0,0,,,,,,,0.0,,
6163eae42f7d15eb1810b2c6de68072a,00d62c1b.json,training,11,11,33,1.0,0.0,1.0,3.1085,2.1085,0.0,0.1111111111111111,-0.1111111111111111,0.3333333333333333
d4623ca1932570dd40a9bb214c0d5fc4,00d62c1b.json,training,0,0,0,,,,,,,0.0,,
a89275f8acb3b80eb531ea8e75ab6940,00d62c1b.json,training,0,0,0,,,,,,,0.0,,
47d4ec31a159ccf81b6a0926eb8c7fb9,00d62c1b.json,training,0,0,0,,,,,,,0.0,,
563bc95416aa70409c722b36bf1a56e5,017c7c7b.json,training,0,0,0,,,,,,,0.0,,
6c315540c490be5d85dd60c53dbbea4b,017c7c7b.json,training,7,6,19,1.0,0.0,0.16666666666666666,0.306,0.13933333333333334,0.16666666666666666,0.2222222222222222,-0.05555555555555555,0.3684210526315789
d4623ca1932570dd40a9bb214c0d5fc4,017c7c7b.json,training,0,0,0,,,,,,,0.0,,
069b5bcb5260e313c6c0ca720699b803,017c7c7b.json,training,0,0,0,,,,,,,0.0,,
736a8982ca05b0d998bdac92c7082541,017c7c7b.json,training,0,0,0,,,,,,,0.0,,
25c6a0d1b4c98c74455464daf607273d,025d127b.json,training,0,0,0,,,,,,,0.0,,
2b06355cea411af7a6fa212c90eb3c6d,025d127b.json,training,0,0,0,,,,,,,0.0,,
468133debd1059f212dc2013d14d463d,025d127b.json,training,0,0,0,,,,,,,0.0,,
5a3f3824dd4e1b0ec4df317c010a9343,025d127b.json,training,0,0,0,,,,,,,0.0,,
7c3f0d5ec05185be127ab78876395426,025d127b.json,training,1,1,12,1.0,0.0,1.0,2.764,1.7639999999999998,1.0,0.2222222222222222,0.7777777777777778,0.08333333333333333
9a0d9fcb2f0772dd8ac4d42605f1d866,025d127b.json,training,0,0,0,,,,,,,0.0,,
9c5561e0b4a04965e9827c50d369bfb8,025d127b.json,training,5,5,12,1.0,0.0,1.8,2.764,0.9639999999999997,1.0,0.2222222222222222,0.7777777777777778,0.4166666666666667
eba2a92544ddf47684572e689664bec9,025d127b.json,training,1,1,12,1.0,0.0,1.0,2.764,1.7639999999999998,1.0,0.2222222222222222,0.7777777777777778,0.08333333333333333
2780ccc98ed0d1462225fa8fc5409508,025d127b.json,training,0,0,0,,,,,,,0.0,,
af9bf0ddc3abdff8b566e97216d41dd6,025d127b.json,training,0,0,0,,,,,,,0.0,,
8b9717aac8bb61039ed58c387e4fa250,025d127b.json,training,0,0,0,,,,,,,0.0,,
d4623ca1932570dd40a9bb214c0d5fc4,045e512c.json,training,0,0,0,,,,,,,0.0,,
563bc95416aa70409c722b36bf1a56e5,0520fde7.json,training,0,0,0,,,,,,,0.0,,
6c315540c490be5d85dd60c53dbbea4b,0520fde7.json,training,0,0,0,,,,,,,0.0,,
c2a5313d1057d8a1683e090124b0c93b,0520fde7.json,training,0,0,0,,,,,,,0.0,,
d4623ca1932570dd40a9bb214c0d5fc4,0520fde7.json,training,0,0,0,,,,,,,0.0,,
e7c15a924938586444d8b0643c60f288,0520fde7.json,training,0,0,0,,,,,,,0.0,,
808d828037e92415806c19d6a0261778,05269061.json,training,1,1,38,1.0,0.0,0.0,0.2185,0.2185,1.0,0.3333333333333333,0.6666666666666667,0.02631578947368421
5d5b4ecce558a3b3813d744ba9a075bb,05f2a901.json,training,0,0,0,,,,,,,0.0,,
83fa2a897e84d2828c500bb340f92f8d,05f2a901.json,training,0,0,0,,,,,,,0.0,,
e97b01b2b6caf817135950e1e81d18b9,05f2a901.json,training,0,0,0,,,,,,,0.0,,
f1b9ce4e8bbbd4cf7658000030063259,05f2a901.json,training,0,0,0,,,,,,,0.0,,
5d5b4ecce558a3b3813d744ba9a075bb,06df4c85.json,training,0,0,0,,,,,,,0.0,,
99820d664927a31792470aa731ee2fa5,06df4c85.json,training,0,0,0,,,,,,,0.0,,
cadd12df9bd49b9d5b908816b0551da2,06df4c85.json,training,12,12,36,1.0,0.0,4.916666666666667,5.283,0.3663333333333334,0.0,0.2222222222222222,-0.2222222222222222,0.3333333333333333
e13f835cab765619a96c578f3fa3eca6,06df4c85.json,training,0,0,0,,,,,,,0.0,,
ffbb0029213d80cec7a1319f2ff3da4b,06df4c85.json,training,0,0,0,,,,,,,0.0,,
09f86a600661502b32236459ea61d808,08ed6ac7.json,training,0,0,0,,,,,,,0.0,,
5d5b4ecce558a3b3813d744ba9a075bb,08ed6ac7.json,training,0,0,0,,,,,,,0.0,,
a1726e860b2b9ee81c63be858359d19e,08ed6ac7.json,training,0,0,0,,,,,,,0.0,,
f076bb4cb6e46d77872910f2120690e4,08ed6ac7.json,training,0,0,0,,,,,,,0.0,,
79c4bc130701b592b83f489ddb155ca2,09629e4f.json,training,2,2,56,1.0,0.0,0.0,0.6,0.6,0.0,0.5555555555555556,-0.5555555555555556,0.03571428571428571
48994222818d3cd44733034d7fa60c67,09629e4f.json,training,0,0,0,,,,,,,0.0,,
d692f427dcd1a02b5b4faa2fd698291b,09629e4f.json,training,0,0,0,,,,,,,0.0,,
069b5bcb5260e313c6c0ca720699b803,0962bcdd.json,training,1,1,24,1.0,0.0,0.0,2.1645,2.1645,1.0,0.2222222222222222,0.7777777777777778,0.041666666666666664
36f69f8a49aa27e8678744c752bd328c,0962bcdd.json,training,0,0,0,,,,,,,0.0,,
5d5b4ecce558a3b3813d744ba9a075bb,0962bcdd.json,training,1,1,24,1.0,0.0,0.0,2.1645,2.1645,1.0,0.2222222222222222,0.7777777777777778,0.041666666666666664
736a8982ca05b0d998bdac92c7082541,0962bcdd.json,training,0,0,0,,,,,,,0.0,,
2d8a08fd41823c65f4fe61cac9977f48,0962bcdd.json,training,1,1,24,1.0,0.0,2.0,2.1645,0.16449999999999987,0.0,0.2222222222222222,-0.2222222222222222,0.041666666666666664
de28b66cf081b240ed814d6006d3c130,0962bcdd.json,training,0,0,0,,,,,,,0.0,,
48994222818d3cd44733034d7fa60c67,0a938d79.json,training,0,0,0,,,,,,,0.0,,
79c4bc130701b592b83f489ddb155ca2,0a938d79.json,training,3,3,53,1.0,0.0,1.3333333333333333,1.494,0.16066666666666674,1.0,0.2222222222222222,0.7777777777777778,0.05660377358490566
2d8a08fd41823c65f4fe61cac9977f48,0a938d79.json,training,0,0,0,,,,,,,0.0,,
03a36ced2e0df61cb2f93ced068e83a1,0b148d64.json,training,0,0,0,,,,,,,0.0,,
0727096a7fe1e756721b3b85b6e19e11,0b148d64.json,training,0,0,0,,,,,,,0.0,,
2d8a08fd41823c65f4fe61cac9977f48,0b148d64.json,training,2,0,0,,,,,,,0.0,,
9d10627e92170e1adcc463f6dcfcb159,0b148d64.json,training,0,0,0,,,,,,,0.0,,
f34624f31c59ba22aba6bb8cfdae3696,0b148d64.json,training,0,0,0,,,,,,,0.0,,
d5e9343fbc2245690dff714c2986b3f2,0b148d64.json,training,0,0,0,,,,,,,0.0,,
8d7c56529be9303b05e8788777d6c7cd,0ca9ddb6.json,training,0,0,0,,,,,,,0.0,,
b4f96eb3850ee67c5cba210360d783df,0ca9ddb6.json,training,8,8,12,1.0,0.0,1.0,1.587,0.587,1.0,0.2222222222222222,0.7777777777777778,0.6666666666666666
f34624f31c59ba22aba6bb8cfdae3696,0ca9ddb6.json,training,0,0,0,,,,,,,0.0,,
f47cfbec469a34ad28f1694052e266e8,0ca9ddb6.json,training,0,0,0,,,,,,,0.0,,
fc58e937be66099c2b44350445dd6e8b,0ca9ddb6.json,training,4,4,12,1.0,0.0,1.5,1.587,0.08699999999999997,1.0,0.2222222222222222,0.7777777777777778,0.3333333333333333
0325bcc6197384a736c8a6daf0871e63,0d3d703e.json,training,0,0,0,,,,,,,0.0,,
c6b4b18668656e1e0d147eb24209a15d,0d3d703e.json,training,0,0,0,,,,,,,0.0,,
f34624f31c59ba22aba6bb8cfdae3696,0d3d703e.json,training,0,0,0,,,,,,,0.0,,
2a9f88a280e5a494865b11e466663ff0,0d3d703e.json,training,0,0,0,,,,,,,0.0,,
c6c5e0e0c07e573cd63c7fad29928e10,0d3d703e.json,training,0,0,0,,,,,,,0.0,,
da0da70f01db728bb465ab904a135d9e,0d3d703e.json,training,0,0,0,,,,,,,0.0,,
9ee1c7c7ec2090914eb1a4d914d515ba,0dfd9992.json,training,0,0,0,,,,,,,0.0,,
222e793daa759b482733882d0a63382f,0dfd9992.json,training,0,0,0,,,,,,,0.0,,
034ef526357510010f808ffd936adbaa,0e206a2e.json,training,9,9,32,1.0,0.0,1.7777777777777777,3.7725,1.9947222222222223,1.0,0.2222222222222222,0.7777777777777778,0.28125
1082d13c2da0b3b9e167722f27c22c53,0e206a2e.json,training,1,1,32,1.0,0.0,2.0,3.7725,1.7725,1.0,0.2222222222222222,0.7777777777777778,0.03125
f34624f31c59ba22aba6bb8cfdae3696,0e206a2e.json,training,0,0,0,,,,,,,0.0,,
10360ff54be27e4869e08964fe54b832,11852cab.json,training,3,3,3,1.0,0.0,1.0,3.6725,2.6725,1.0,0.1111111111111111,0.8888888888888888,1.0
56b32c8c22bbec221d6689e995e194d7,11852cab.json,training,0,0,0,,,,,,,0.0,,
5a2f015f138b57c89d21f179d9920da7,11852cab.json,training,0,0,0,,,,,,,0.0,,
eb56ec479a3e4a3fef3ad75d8f275928,11852cab.json,training,0,0,0,,,,,,,0.0,,
f4fd2cd945694257d37ccb56521675e2,11852cab.json,training,0,0,0,,,,,,,0.0,,
940324016ade90e6765a2aa730ba9b1a,11852cab.json,training,0,0,0,,,,,,,0.0,,
415a22ec2436001c46248d2a75bde2d2,1190e5a7.json,training,0,0,0,,,,,,,0.0,,
711d0c02b8e764941f0b4e87d382f5d2,1190e5a7.json,training,0,0,0,,,,,,,0.0,,
881ce8318e980e526e22b219d83ebd23,1190e5a7.json,training,0,0,0,,,,,,,0.0,,
eb56ec479a3e4a3fef3ad75d8f275928,1190e5a7.json,training,0,0,0,,,,,,,0.0,,
10360ff54be27e4869e08964fe54b832,1190e5a7.json,training,0,0,0,,,,,,,0.0,,
c6218d7320d50ae74968b85a7e831bda,1190e5a7.json,training,0,0,0,,,,,,,0.0,,
415a22ec2436001c46248d2a75bde2d2,137eaa0f.json,training,0,0,0,,,,,,,0.0,,
711d0c02b8e764941f0b4e87d382f5d2,137eaa0f.json,training,0,0,0,,,,,,,0.0,,
c6218d7320d50ae74968b85a7e831bda,137eaa0f.json,training,0,0,0,,,,,,,0.0,,
eb56ec479a3e4a3fef3ad75d8f275928,137eaa0f.json,training,2,0,9,,,,6.6735,,,0.5555555555555556,,0.2222222222222222
10360ff54be27e4869e08964fe54b832,137eaa0f.json,training,3,3,9,1.0,0.0,0.0,6.6735,6.6735,1.0,0.5555555555555556,0.4444444444444444,0.3333333333333333
2b06355cea411af7a6fa212c90eb3c6d,150deff5.json,training,0,0,0,,,,,,,0.0,,
2d4e2e1c38a24e0efedc2104ac079efc,150deff5.json,training,0,0,0,,,,,,,0.0,,
5a3f3824dd4e1b0ec4df317c010a9343,150deff5.json,training,0,0,0,,,,,,,0.0,,
6cefab1ec9368a792cd51554b4187a5d,150deff5.json,training,5,5,24,1.0,0.0,0.8,1.8105,1.0105,1.0,0.2222222222222222,0.7777777777777778,0.20833333333333334
7c3f0d5ec05185be127ab78876395426,150deff5.json,training,0,0,0,,,,,,,0.0,,
9a0d9fcb2f0772dd8ac4d42605f1d866,150deff5.json,training,1,1,24,1.0,0.0,0.0,1.8105,1.8105,1.0,0.2222222222222222,0.7777777777777778,0.041666666666666664
9c5561e0b4a04965e9827c50d369bfb8,150deff5.json,training,1,1,24,1.0,0.0,0.0,1.8105,1.8105,1.0,0.2222222222222222,0.7777777777777778,0.041666666666666664
af9bf0ddc3abdff8b566e97216d41dd6,150deff5.json,training,2,2,24,1.0,0.0,0.0,1.8105,1.8105,1.0,0.2222222222222222,0.7777777777777778,0.08333333333333333
eba2a92544ddf47684572e689664bec9,150deff5.json,training,0,0,0,,,,,,,0.0,,
8b9717aac8bb61039ed58c387e4fa250,150deff5.json,training,11,11,24,1.0,0.0,0.0,1.8105,1.8105,0.0,0.2222222222222222,-0.2222222222222222,0.4583333333333333
bf66a164234034d4709666dc364c8d55,150deff5.json,training,1,1,24,1.0,0.0,1.0,1.8105,0.8105,1.0,0.2222222222222222,0.7777777777777778,0.041666666666666664
16cc2e4ab0e117ad863ecadbc77288f6,178fcbfb.json,training,1,0,54,,,,0.7035,,,0.3333333333333333,,0.018518518518518517
37f84369d15c9cdc41b13b48b92a3e15,178fcbfb.json,training,0,0,0,,,,,,,0.0,,
eb56ec479a3e4a3fef3ad75d8f275928,178fcbfb.json,training,8,8,54,1.0,0.0,0.0,0.7035,0.7035,1.0,0.3333333333333333,0.6666666666666667,0.14814814814814814
f5cadb9507cf607a1be966569482aa3a,178fcbfb.json,training,0,0,0,,,,,,,0.0,,
034ef526357510010f808ffd936adbaa,1a07d186.json,training,0,0,0,,,,,,,0.0,,
12f27871246e06146bb8d78afb44162e,1a07d186.json,training,0,0,0,,,,,,,0.0,,
821f27ade1920224808280a9e9a5b503,1a07d186.json,training,0,0,0,,,,,,,0.0,,
a1ed73544bc9ce777ecbf84a402b407b,1a07d186.json,training,4,4,18,1.0,0.0,3.0,2.9735,-0.026499999999999968,1.0,0.4444444444444444,0.5555555555555556,0.2222222222222222
25c479b3a670f80770242190d6b0a1a8,1b2d62fb.json,training,6,5,15,1.0,0.0,0.0,1.4595,1.4595,1.0,0.2222222222222222,0.7777777777777778,0.4
821f27ade1920224808280a9e9a5b503,1b2d62fb.json,training,0,0,0,,,,,,,0.0,,
dd5a847778be2594fe617eb1965fe9e3,1b2d62fb.json,training,0,0,0,,,,,,,0.0,,
16cc2e4ab0e117ad863ecadbc77288f6,1b2d62fb.json,training,0,0,0,,,,,,,0.0,,
59785c8a3b558c1c1d6bc1448c1e4141,1b2d62fb.json,training,0,0,0,,,,,,,0.0,,
dda10b01506628ed6b3e938cff424852,1b2d62fb.json,training,0,0,0,,,,,,,0.0,,
16cc2e4ab0e117ad863ecadbc77288f6,1b60fb0c.json,training,10,9,9,1.0,0.0,1.0,4.3335,3.3335,1.0,0.1111111111111111,0.8888888888888888,1.1111111111111112
3813ca0ba11b09e86979c470f0e6725e,1b60fb0c.json,training,3,3,9,1.0,0.0,2.6666666666666665,4.3335,1.6668333333333334,0.6666666666666666,0.1111111111111111,0.5555555555555556,0.3333333333333333
821f27ade1920224808280a9e9a5b503,1b60fb0c.json,training,1,1,9,1.0,0.0,1.0,4.3335,3.3335,1.0,0.1111111111111111,0.8888888888888888,0.1111111111111111
dc02d170c3a8f681c4e4879219abb7ca,1b60fb0c.json,training,0,0,0,,,,,,,0.0,,
eb56ec479a3e4a3fef3ad75d8f275928,1b60fb0c.json,training,3,3,9,1.0,0.0,1.0,4.3335,3.3335,1.0,0.1111111111111111,0.8888888888888888,0.3333333333333333
f8a3212a7896f3ecde9fa4e5a30a8f6e,1b60fb0c.json,training,0,0,0,,,,,,,0.0,,
16cc2e4ab0e117ad863ecadbc77288f6,1bfc4729.json,training,0,0,0,,,,,,,0.0,,
6e8b87dd3f3994881c74e6b51ba3776d,1bfc4729.json,training,1,1,50,1.0,0.0,0.0,0.66,0.66,1.0,0.2222222222222222,0.7777777777777778,0.02
7e3feb578c44cbd17312fb7a6443ce3b,1bfc4729.json,training,0,0,0,,,,,,,0.0,,
821f27ade1920224808280a9e9a5b503,1bfc4729.json,training,0,0,0,,,,,,,0.0,,
a4d6115ab99ef8d43ef67fcf30e8c944,1bfc4729.json,training,1,1,50,1.0,0.0,1.0,0.66,-0.33999999999999997,0.0,0.2222222222222222,-0.2222222222222222,0.02
a9fd2523f8aab42fab3d623ac7895165,1bfc4729.json,training,0,0,0,,,,,,,0.0,,
da0da70f01db728bb465ab904a135d9e,1bfc4729.json,training,0,0,0,,,,,,,0.0,,
dd55f7f830586bcacfca0489ba65e224,1bfc4729.json,training,0,0,0,,,,,,,0.0,,
3813ca0ba11b09e86979c470f0e6725e,1bfc4729.json,training,4,4,50,1.0,0.0,0.75,0.66,-0.08999999999999997,1.0,0.2222222222222222,0.7777777777777778,0.08
e649dd24132828eae8699da5edad4787,1bfc4729.json,training,0,0,0,,,,,,,0.0,,
16cc2e4ab0e117ad863ecadbc77288f6,1c786137.json,training,53,50,54,1.0,0.0,0.46,4.6235,4.1635,1.0,0.4444444444444444,0.5555555555555556,0.9814814814814815
3813ca0ba11b09e86979c470f0e6725e,1c786137.json,training,5,5,54,1.0,0.0,0.4,4.6235,4.2235,1.0,0.4444444444444444,0.5555555555555556,0.09259259259259259
821f27ade1920224808280a9e9a5b503,1c786137.json,training,1,0,54,,,,4.6235,,,0.4444444444444444,,0.018518518518518517
a4d6115ab99ef8d43ef67fcf30e8c944,1c786137.json,training,0,0,0,,,,,,,0.0,,
dd0924ce10d6d0ea702335d1ddce2e4b,1c786137.json,training,0,0,0,,,,,,,0.0,,
e6210f1ee7117b9150301badf4abb2b5,1c786137.json,training,2,2,54,1.0,0.0,0.5,4.6235,4.1235,1.0,0.4444444444444444,0.5555555555555556,0.037037037037037035
e6f7e9fc0c780921eb4b746e269ab07b,1c786137.json,training,0,0,0,,,,,,,0.0,,
940324016ade90e6765a2aa730ba9b1a,1c786137.json,training,0,0,0,,,,,,,0.0,,
da0da70f01db728bb465ab904a135d9e,1c786137.json,training,0,0,0,,,,,,,0.0,,
0017a2904e34497d578228a0912f2367,1caeab9d.json,training,4,4,20,1.0,0.0,2.25,2.0395,-0.21050000000000013,0.75,0.3333333333333333,0.4166666666666667,0.2
2f3c34f6804cc1410db866e589d5c3dc,1caeab9d.json,training,3,3,20,1.0,0.0,0.0,2.0395,2.0395,0.3333333333333333,0.3333333333333333,0.0,0.15
34f7e4efcb37ae73f626d6a331b50cc1,1caeab9d.json,training,0,0,0,,,,,,,0.0,,
4affd3ef9a848d16093358ca301886e6,1caeab9d.json,training,2,2,20,1.0,0.0,1.0,2.0395,1.0394999999999999,1.0,0.3333333333333333,0.6666666666666667,0.1
4d31c1c155d542349c96c4499d715527,1caeab9d.json,training,2,2,20,1.0,0.0,1.0,2.0395,1.0394999999999999,1.0,0.3333333333333333,0.6666666666666667,0.1
5106f81a3451091e5b4732254e974268,1caeab9d.json,training,0,0,0,,,,,,,0.0,,
5d83a52178e710721682244db8e23eb6,1caeab9d.json,training,0,0,0,,,,,,,0.0,,
60961232d00d04a020d7581a31a45ae9,1caeab9d.json,training,2,2,20,1.0,0.0,1.0,2.0395,1.0394999999999999,1.0,0.3333333333333333,0.6666666666666667,0.1
6874f0f5ef455246df0a136923086497,1caeab9d.json,training,0,0,0,,,,,,,0.0,,
89a92ffbd376420cf0facae4d963fe7b,1caeab9d.json,training,1,1,20,1.0,0.0,1.0,2.0395,1.0394999999999999,1.0,0.3333333333333333,0.6666666666666667,0.05
8a6618e02b27c51ec7af66e0482f9598,1caeab9d.json,training,1,1,20,1.0,0.0,0.0,2.0395,2.0395,1.0,0.3333333333333333,0.6666666666666667,0.05
97da5a6d4139e31e47e05fbc5f7f799c,1caeab9d.json,training,2,2,20,1.0,0.0,1.0,2.0395,1.0394999999999999,1.0,0.3333333333333333,0.6666666666666667,0.1
a0f38b9a45451557246895e3d404e584,1caeab9d.json,training,11,11,20,1.0,0.0,2.4545454545454546,2.0395,-0.4150454545454547,0.5454545454545454,0.3333333333333333,0.2121212121212121,0.55
ac8d7e981b3e6bdefa2b1fe14203fb19,1caeab9d.json,training,0,0,0,,,,,,,0.0,,
b4d97dd14bcb2d4d0d05bd04928a7e2b,1caeab9d.json,training,0,0,0,,,,,,,0.0,,
c4d476d58119fdac1ed7f099e9e1715f,1caeab9d.json,training,0,0,0,,,,,,,0.0,,
ca10f9fa3b6c0be47a8f8df216bec019,1caeab9d.json,training,0,0,0,,,,,,,0.0,,
e4aad3d62e31d9a813bdab777f2ce7db,1caeab9d.json,training,1,1,20,1.0,0.0,4.0,2.0395,-1.9605000000000001,1.0,0.3333333333333333,0.6666666666666667,0.05
ea1172b7221bde42e6a5235374647630,1caeab9d.json,training,1,1,20,1.0,0.0,1.0,2.0395,1.0394999999999999,1.0,0.3333333333333333,0.6666666666666667,0.05
f19b058ef0092b8ff31f580c73e9dc51,1caeab9d.json,training,0,0,0,,,,,,,0.0,,
11bb9f0ba0c2cec8b1ea5629e4107d20,1caeab9d.json,training,0,0,0,,,,,,,0.0,,
1a3e36c59bdf2307e4133574eb601345,1caeab9d.json,training,1,1,20,1.0,0.0,1.0,2.0395,1.0394999999999999,1.0,0.3333333333333333,0.6666666666666667,0.05
a2c073e4409210c5b6b79573b6ceedd4,1caeab9d.json,training,0,0,0,,,,,,,0.0,,
f8fe319ac43f53ff18a4b8de15988d23,1caeab9d.json,training,0,0,0,,,,,,,0.0,,
2c730cf378fa751e079a8582beab9ad7,1caeab9d.json,training,0,0,0,,,,,,,0.0,,
26fd7f7aee49ba528d0821d9090b8985,1cf80156.json,training,0,0,0,,,,,,,0.0,,
3813ca0ba11b09e86979c470f0e6725e,1cf80156.json,training,1,1,11,1.0,0.0,1.0,6.082,5.082,1.0,0.1111111111111111,0.8888888888888888,0.09090909090909091
4d59d4f95ecb8b10e30151c05c5e3821,1cf80156.json,training,0,0,0,,,,,,,0.0,,
56b32c8c22bbec221d6689e995e194d7,1cf80156.json,training,0,0,0,,,,,,,0.0,,
7e3feb578c44cbd17312fb7a6443ce3b,1cf80156.json,training,0,0,0,,,,,,,0.0,,
a4d6115ab99ef8d43ef67fcf30e8c944,1cf80156.json,training,0,0,0,,,,,,,0.0,,
da0da70f01db728bb465ab904a135d9e,1cf80156.json,training,0,0,0,,,,,,,0.0,,
e649dd24132828eae8699da5edad4787,1cf80156.json,training,0,0,0,,,,,,,0.0,,
fcaec52804bd12d961cad270ff98c0f3,1cf80156.json,training,0,0,0,,,,,,,0.0,,
a172e2c89719428e69ebc972d3e98e62,1cf80156.json,training,0,0,0,,,,,,,0.0,,
0017a2904e34497d578228a0912f2367,1e0a9b12.json,training,0,0,0,,,,,,,0.0,,
0cbcacbe2f68c0e91762f7af0758776d,1e0a9b12.json,training,0,0,0,,,,,,,0.0,,
1a3e36c59bdf2307e4133574eb601345,1e0a9b12.json,training,3,3,10,1.0,0.0,0.6666666666666666,0.6615,-0.005166666666666653,1.0,0.6666666666666666,0.33333333333333337,0.3
